id,sample_name,test_name,user_name,date_of_creation,raw_file_location,processed_file_location,processing_date,camera_type_1,notes,sample_id,quantity,deleted,issue,project.id,project.user_name,project.project_name,project.annotation,project.test_name,project.sample_names.sample_names,project.neutral_filler,project.qpc20,project.qpc50,project.qpc80,project.qpc100,project.notes,issue.id,issue.name,issue.description,project
41627,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:24:19,/var/www/html/images/padimages/raw/40000/41627_raw.png,/var/www/html/images/padimages/processed/40000/41627_processed.png,2022-02-25T16:24:19,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.470), 80, %, (pls 7%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68870,50,False,,,,,,,,,,,,,,,,,
41625,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:23:34,/var/www/html/images/padimages/raw/40000/41625_raw.png,/var/www/html/images/padimages/processed/40000/41625_processed.png,2022-02-25T16:23:34,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.740), 50, %, (pls 13%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68904,50,False,,,,,,,,,,,,,,,,,
41624,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:22:17,/var/www/html/images/padimages/raw/40000/41624_raw.png,/var/www/html/images/padimages/processed/40000/41624_processed.png,2022-02-25T16:22:17,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.467), 50, %, (pls 13%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68904,50,False,,,,,,,,,,,,,,,,,
41628,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:24:37,/var/www/html/images/padimages/raw/40000/41628_raw.png,/var/www/html/images/padimages/processed/40000/41628_processed.png,2022-02-25T16:24:37,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.893), 80, %, (pls 12%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68898,50,False,,,,,,,,,,,,,,,,,
41621,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:20:36,/var/www/html/images/padimages/raw/40000/41621_raw.png,/var/www/html/images/padimages/processed/40000/41621_processed.png,2022-02-25T16:20:36,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.419), 80, %, (pls 3%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68896,50,False,,,,,,,,,,,,,,,,,
41586,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T15:23:53,/var/www/html/images/padimages/raw/40000/41586_raw.png,/var/www/html/images/padimages/processed/40000/41586_processed.png,2022-02-25T15:23:53,Google Pixel 3a,"Predicted drug = ampicillin (1.000), 100, %, (pls 16%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68907,100,False,,,,,,,,,,,,,,,,,
41622,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:21:17,/var/www/html/images/padimages/raw/40000/41622_raw.png,/var/www/html/images/padimages/processed/40000/41622_processed.png,2022-02-25T16:21:17,HMD Global Nokia 2.3,"Predicted drug = ceftriaxone (0.768), 80, %, (pls 7%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68871,50,False,,,,,,,,,,,,,,,,,
41614,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:12:18,/var/www/html/images/padimages/raw/40000/41614_raw.png,/var/www/html/images/padimages/processed/40000/41614_processed.png,2022-02-25T16:12:18,Google Pixel 3a,"Predicted drug = epinephrine (0.935), 50, %, (pls 32%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68897,50,False,,,,,,,,,,,,,,,,,
41620,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:19:41,/var/www/html/images/padimages/raw/40000/41620_raw.png,/var/www/html/images/padimages/processed/40000/41620_processed.png,2022-02-25T16:19:41,HMD Global Nokia 2.3,"Predicted drug = ceftriaxone (0.847), 80, %, (pls 13%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68871,50,False,,,,,,,,,,,,,,,,,
41619,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:19:07,/var/www/html/images/padimages/raw/40000/41619_raw.png,/var/www/html/images/padimages/processed/40000/41619_processed.png,2022-02-25T16:19:07,HMD Global Nokia 2.3,"Predicted drug = ceftriaxone (0.582), 80, %, (pls 19%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68897,50,False,,,,,,,,,,,,,,,,,
41618,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:18:38,/var/www/html/images/padimages/raw/40000/41618_raw.png,/var/www/html/images/padimages/processed/40000/41618_processed.png,2022-02-25T16:18:38,HMD Global Nokia 2.3,"Predicted drug = ampicillin (0.477), 80, %, (pls 35%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68896,50,False,,,,,,,,,,,,,,,,,
41623,ampicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2022-02-25T16:21:59,/var/www/html/images/padimages/raw/40000/41623_raw.png,/var/www/html/images/padimages/processed/40000/41623_processed.png,2022-02-25T16:21:59,HMD Global Nokia 2.3,"Predicted drug = epinephrine (0.830), 80, %, (pls 1%), , Suspected safe.   User: Unknown.  Neural net: None.  ",68870,50,False,,,,,,,,,,,,,,,,,
31778,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:37:48,/var/www/html/images/padimages/raw/30000/31778_raw.png,/var/www/html/images/padimages/processed/30000/31778_processed.png,2021-07-13T15:37:48,HMD Global Nokia 2.3,"Predicted drug = ciprofloxacin (0.728), 100%, Light Box",62203,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31781,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:39:03,/var/www/html/images/padimages/raw/30000/31781_raw.png,/var/www/html/images/padimages/processed/30000/31781_processed.png,2021-07-13T15:39:03,HMD Global Nokia 2.3,"Predicted drug = ethambutol (0.494), 50%, Light Box",62130,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31780,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:38:40,/var/www/html/images/padimages/raw/30000/31780_raw.png,/var/www/html/images/padimages/processed/30000/31780_processed.png,2021-07-13T15:38:40,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.926), 80%, Light Box",62131,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31784,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:40:40,/var/www/html/images/padimages/raw/30000/31784_raw.png,/var/www/html/images/padimages/processed/30000/31784_processed.png,2021-07-13T15:40:40,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.640), 100%, Fluorescent",61929,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31779,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:38:17,/var/www/html/images/padimages/raw/30000/31779_raw.png,/var/www/html/images/padimages/processed/30000/31779_processed.png,2021-07-13T15:38:17,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.865), 100%, Light Box",61929,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31783,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:40:18,/var/www/html/images/padimages/raw/30000/31783_raw.png,/var/www/html/images/padimages/processed/30000/31783_processed.png,2021-07-13T15:40:18,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.371), 100%, Fluorescent",62203,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31777,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:37:19,/var/www/html/images/padimages/raw/30000/31777_raw.png,/var/www/html/images/padimages/processed/30000/31777_processed.png,2021-07-13T15:37:19,HMD Global Nokia 2.3,"Predicted drug = isoniazid (0.238), 100%, Window",61934,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,3.0,Stuck,,
31776,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:37:00,/var/www/html/images/padimages/raw/30000/31776_raw.png,/var/www/html/images/padimages/processed/30000/31776_processed.png,2021-07-13T15:37:00,HMD Global Nokia 2.3,"Predicted drug = pyrazinamide (0.288), 100%, Window",62130,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31774,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:36:17,/var/www/html/images/padimages/raw/30000/31774_raw.png,/var/www/html/images/padimages/processed/30000/31774_processed.png,2021-07-13T15:36:17,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.419), 100%, Window",61929,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31841,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T16:06:41,/var/www/html/images/padimages/raw/30000/31841_raw.png,/var/www/html/images/padimages/processed/30000/31841_processed.png,2021-07-13T16:06:41,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.802), 80%, Fluorescent",62110,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31773,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:35:57,/var/www/html/images/padimages/raw/30000/31773_raw.png,/var/www/html/images/padimages/processed/30000/31773_processed.png,2021-07-13T15:35:57,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.342), 100%, Window",62203,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31782,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:39:40,/var/www/html/images/padimages/raw/30000/31782_raw.png,/var/www/html/images/padimages/processed/30000/31782_processed.png,2021-07-13T15:39:40,HMD Global Nokia 2.3,"Predicted drug = azithromycin (0.562), 100%, Light Box",61934,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,3.0,Stuck,,
31762,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:31:34,/var/www/html/images/padimages/raw/30000/31762_raw.png,/var/www/html/images/padimages/processed/30000/31762_processed.png,2021-07-13T15:31:34,Google Pixel 3a,"Predicted drug = albendazole (0.884), 50%, Light Box",61932,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31761,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:31:09,/var/www/html/images/padimages/raw/30000/31761_raw.png,/var/www/html/images/padimages/processed/30000/31761_processed.png,2021-07-13T15:31:09,Google Pixel 3a,"Predicted drug = albendazole (0.961), 100%, Window",61933,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31769,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:33:44,/var/www/html/images/padimages/raw/30000/31769_raw.png,/var/www/html/images/padimages/processed/30000/31769_processed.png,2021-07-13T15:33:44,Google Pixel 3a,"Predicted drug = albendazole (0.973), 50%, Fluorescent",61932,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31770,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:33:57,/var/www/html/images/padimages/raw/30000/31770_raw.png,/var/www/html/images/padimages/processed/30000/31770_processed.png,2021-07-13T15:33:57,Google Pixel 3a,"Predicted drug = distractor (0.336), 100%, Fluorescent",62206,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31812,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:51:42,/var/www/html/images/padimages/raw/30000/31812_raw.png,/var/www/html/images/padimages/processed/30000/31812_processed.png,2021-07-13T15:51:42,HMD Global Nokia 2.3,"Predicted drug = hydroxychloroquine (0.817), 100%, Fluorescent",61928,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31772,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:34:32,/var/www/html/images/padimages/raw/30000/31772_raw.png,/var/www/html/images/padimages/processed/30000/31772_processed.png,2021-07-13T15:34:32,Google Pixel 3a,"Predicted drug = albendazole (0.655), 80%, Fluorescent",62129,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31759,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:30:21,/var/www/html/images/padimages/raw/30000/31759_raw.png,/var/www/html/images/padimages/processed/30000/31759_processed.png,2021-07-13T15:30:21,Google Pixel 3a,"Predicted drug = albendazole (0.492), 80%, Window",62129,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31757,azithromycin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T15:29:52,/var/www/html/images/padimages/raw/30000/31757_raw.png,/var/www/html/images/padimages/processed/30000/31757_processed.png,2021-07-13T15:29:52,Google Pixel 3a,"Predicted drug = epinephrine (0.550), 100%, Window",62206,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
