"id","sample_id","sample_name","sample_actual","quantity","quantity_actual","user_name","test_id","project"
"10192","35282","Paracetamol","Paracetamol","100","100","Analyst 31","T31-GQWN","MSH Tanzania"
"10193","35285","Paracetamol","Paracetamol","100","100","Analyst 31","T31-7D72","MSH Tanzania"
"10194","35180","Amoxicillin","Lactose","100","100","Analyst 31","T31-377W","MSH Tanzania"
"10195","35054","Paracetamol","Vitamin C","100","100","Analyst 31","T31-MLOX","MSH Tanzania"
"10196","35176","Amoxicillin","Vitamin C","100","100","Analyst 31","T31-B2YZ","MSH Tanzania"
"10197","35181","Amoxicillin","Lactose","100","100","Analyst 31","T31-IDAA","MSH Tanzania"
"10198","35177","Amoxicillin","Vitamin C","100","100","Analyst 31","T31-DQLZ","MSH Tanzania"
"10199","30353","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-D5Y8","MSH Tanzania"
"10200","35716","Paracetamol","Vitamin C","100","100","Analyst 31","T31-8SBK","MSH Tanzania"
"10201","30331","Quinine ","Quinine","100","100","Analyst 31","T31-LG6D","MSH Tanzania"
"10202","35719","Amoxicillin","Lactose","100","100","Analyst 31","T31-DJL1","MSH Tanzania"
"10203","35696","Paracetamol","Paracetamol","100","100","Analyst 31","T31-50N9","MSH Tanzania"
"10204","31903","Quinine ","Cellulose","100","100","Analyst 31","T31-X7T7","MSH Tanzania"
"10205","30356","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-1GTU","MSH Tanzania"
"10206","30394","Quinine ","Quinine","100","100","Analyst 31","T31-QS0H","MSH Tanzania"
"10207","30399","Penicillin Procaine","Vitamin C","100","100","Analyst 31","T31-YS6V","MSH Tanzania"
"10208","30358","Penicillin Procaine","Starch","100","100","Analyst 31","T31-V32Y","MSH Tanzania"
"10209","32083","Benzyl Penicillin","Vitamin C","100","100","Analyst 31","T31-FRPM","MSH Tanzania"
"10210","30357","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-WPDJ","MSH Tanzania"
"10211","30359","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-KIF5","MSH Tanzania"
"10212","32085","Benzyl Penicillin","Vitamin C","100","100","Analyst 31","T31-ET316","MSH Tanzania"
"10213","30409","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-BGQ8","MSH Tanzania"
"10214","35718","Amoxicillin","Amoxicillin","100","100","Analyst 31","T31-4ORT","MSH Tanzania"
"10215","30329","Quinine ","Quinine","100","100","Analyst 31","T31-MIFF","MSH Tanzania"
"10216","31892","Benzyl Penicillin","Benzyl Penicillin ","100","100","Analyst 31","T31-N0EJ","MSH Tanzania"
"10217","31888","Quinine ","Cellulose","100","100","Analyst 31","T31-9IFZ","MSH Tanzania"
"10218","30395","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-5BQL","MSH Tanzania"
"10219","35698","Paracetamol","Vitamin C","100","100","Analyst 31","T31-1TIP","MSH Tanzania"
"10220","30354","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-ZEPZ","MSH Tanzania"
"10221","31890","Benzyl Penicillin","Benzyl Penicillin ","100","100","Analyst 31","T31-3HJJ","MSH Tanzania"
"10222","30333","Quinine ","Quinine","100","100","Analyst 31","T31-QFE3","MSH Tanzania"
"10223","30328","Amoxicillin","Vitamin C","100","100","Analyst 31","T31-CY20","MSH Tanzania"
"10224","35717","Amoxicillin","Amoxicillin","100","100","Analyst 31","T31-W73W","MSH Tanzania"
"10225","35697","Paracetamol","Vitamin C","100","100","Analyst 31","T31-P0RN","MSH Tanzania"
"10226","31891","Benzyl Penicillin","Benzyl Penicillin ","100","100","Analyst 31","T31-YV2E","MSH Tanzania"
"10227","30410","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-9HEU","MSH Tanzania"
"10228","30393","Quinine ","Quinine","100","100","Analyst 31","T31-GM2V","MSH Tanzania"
"10229","32084","Benzyl Penicillin","Vitamin C","100","100","Analyst 31","T31-IEHR","MSH Tanzania"
"10230","35699","Paracetamol","Vitamin C","100","100","Analyst 31","T31-8SSY","MSH Tanzania"
"10231","35713","Amoxicillin","Amoxicillin","100","100","Analyst 31","T31-8ZSN","MSH Tanzania"
"10232","30397","Quinine ","Quinine","100","100","Analyst 31","T31-XJHD","MSH Tanzania"
"10233","35701","Paracetamol","Paracetamol","100","100","Analyst 31","T31-EVEV","MSH Tanzania"
"10234","35703","Paracetamol","Paracetamol","100","100","Analyst 31","T31-353F","MSH Tanzania"
"10235","31894","Benzyl Penicillin","Lactose","100","100","Analyst 31","T31-ZGE6","MSH Tanzania"
"10236","35700","Paracetamol","Paracetamol","100","100","Analyst 31","T31-1K19","MSH Tanzania"
"10237","30355","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-4A5W","MSH Tanzania"
"10238","30352","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31-ATBB","MSH Tanzania"
"10239","31893","Benzyl Penicillin","Lactose","100","100","Analyst 31","T31-D4OG","MSH Tanzania"
"10240","30332","Quinine ","Lactose","100","100","Analyst 31","T31-WIMT","MSH Tanzania"
"10241","31895","Benzyl Penicillin","Vitamin C","100","100","Analyst 31","T31-Y5YJ","MSH Tanzania"
"10242","35712","Amoxicillin","Lactose","100","100","Analyst 31","T31-6TA2","MSH Tanzania"
"10243","30398","Penicillin Procaine","Vitamin C","100","100","Analyst 31","T31-NMY9","MSH Tanzania"
"10244","31889","Benzyl Penicillin","Benzyl Penicillin ","100","100","Analyst 31","T31-V2UL","MSH Tanzania"
"10245","30334","Quinine ","Starch","100","100","Analyst 31","T31-5DYY","MSH Tanzania"
"10246","35702","Paracetamol","Paracetamol Starch","100","100","Analyst 31","T31-7YW8","MSH Tanzania"
"10247","30330","Quinine ","Cellulose","100","100","Analyst 31","T31-AVZ7","MSH Tanzania"
"10248","30411","Amoxicillin","Vitamin C","100","100","Analyst 31","T31-938C","MSH Tanzania"
"10249","34144","Amoxicillin","Amoxicillin","100","100","Analyst 31","T31T-8SJQ","MSH Tanzania"
"10250","35763","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 31","T31T-SHVQ","MSH Tanzania"
"10251","34152","Penicillin Procaine","Starch","100","100","Analyst 31","T31T-HHCC","MSH Tanzania"
"10252","29736","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 31","T31T-Z6UD","MSH Tanzania"
"10253","34149","Benzyl Penicillin","Vitamin C","100","100","Analyst 31","T31T-5GO6","MSH Tanzania"
"10254","34145","Amoxicillin","Amoxicillin","100","100","Analyst 31","T31T-BSAP","MSH Tanzania"
"10255","34153","Quinine","Lactose","100","100","Analyst 31","T31T-8FI3","MSH Tanzania"
"10256","34148","Paracetamol","Cellulose","100","100","Analyst 31","T31T-AHNM","MSH Tanzania"
"10257","34154","Quinine","Quinine","100","100","Analyst 31","T31T-JBN8","MSH Tanzania"
"10259","35644","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-GEVR","MSH Tanzania"
"10260","34623","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-WLIH","MSH Tanzania"
"10261","35752","Paracetamol","Paracetamol Starch","100","100","Analyst 38","T38-TP24","MSH Tanzania"
"10262","35770","Penicillin Procaine","Lactose","100","100","Analyst 38","T38-CZ86","MSH Tanzania"
"10263","35605","Paracetamol","Paracetamol","100","100","Analyst 38","T38-ITZK","MSH Tanzania"
"10264","34561","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-HCTD","MSH Tanzania"
"10265","35784","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-8CM7","MSH Tanzania"
"10266","35706","Benzyl Penicillin","Starch","100","100","Analyst 38","T38-42ZR","MSH Tanzania"
"10267","35768","Paracetamol","Lactose","100","100","Analyst 38","T38-XPNN","MSH Tanzania"
"10268","35708","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-4CS1","MSH Tanzania"
"10269","35709","Penicillin Procaine","Starch","100","100","Analyst 38","T38-SAMV","MSH Tanzania"
"10270","35704","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-KT30","MSH Tanzania"
"10271","34562","Quinine ","Quinine","100","100","Analyst 38","T38-2X2G","MSH Tanzania"
"10272","34566","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-5WR3","MSH Tanzania"
"10273","34557","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-JNI5","MSH Tanzania"
"10274","34575","Quinine ","Quinine","100","100","Analyst 38","T38-CVMN","MSH Tanzania"
"10275","35769","Paracetamol","Cellulose","100","100","Analyst 38","T38-5ILS","MSH Tanzania"
"10276","34574","Quinine ","Quinine","100","100","Analyst 38","T38-XT74","MSH Tanzania"
"10277","34569","Quinine ","Vitamin C","100","100","Analyst 38","T38-GOU4","MSH Tanzania"
"10278","34568","Quinine ","Starch","100","100","Analyst 38","T38-1R8J","MSH Tanzania"
"10279","34572","Quinine ","Starch","100","100","Analyst 38","T38-XC3F","MSH Tanzania"
"10280","34620","Amoxicillin","Paracetamol Starch","100","100","Analyst 38","T38-5PVQ","MSH Tanzania"
"10281","34560","Quinine ","Vitamin C","100","100","Analyst 38","T38-CWLZ","MSH Tanzania"
"10282","34552","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-NKJF","MSH Tanzania"
"10283","34558","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-5844","MSH Tanzania"
"10284","34564","Quinine ","Vitamin C","100","100","Analyst 38","T38-6P2X","MSH Tanzania"
"10285","35710","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-ALL1","MSH Tanzania"
"10286","34567","Quinine ","Quinine","100","100","Analyst 38","T38-1WF1","MSH Tanzania"
"10287","34570","Quinine ","Quinine","100","100","Analyst 38","T38-OLGY","MSH Tanzania"
"10288","35640","Paracetamol","Starch","100","100","Analyst 38","T38-5J9X","MSH Tanzania"
"10289","35646","Paracetamol","Paracetamol","100","100","Analyst 38","T38-25DE","MSH Tanzania"
"10290","34622","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-LLE9","MSH Tanzania"
"10291","35707","Penicillin Procaine","Starch","100","100","Analyst 38","T38-2GJA","MSH Tanzania"
"10292","35647","Paracetamol","Vitamin C","100","100","Analyst 38","T38-WWZY","MSH Tanzania"
"10293","34571","Quinine ","Quinine","100","100","Analyst 38","T38-S8I5","MSH Tanzania"
"10294","34573","Quinine ","Quinine","100","100","Analyst 38","T38-1IM6","MSH Tanzania"
"10295","34563","Quinine ","Vitamin C","100","100","Analyst 38","T38-TJTF","MSH Tanzania"
"10296","34621","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-XB2K","MSH Tanzania"
"10297","35785","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-SMHH","MSH Tanzania"
"10298","35471","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-EGQY","MSH Tanzania"
"10299","34700","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-7WEL","MSH Tanzania"
"10300","35645","Penicillin Procaine","Lactose","100","100","Analyst 38","T38-LMUE","MSH Tanzania"
"10301","35753","Paracetamol","Paracetamol","100","100","Analyst 38","T38-L0FZ","MSH Tanzania"
"10302","35641","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-KNF9","MSH Tanzania"
"10303","34616","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-KHWD","MSH Tanzania"
"10304","34617","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-WDMC","MSH Tanzania"
"10305","35470","Amoxicillin","Starch","100","100","Analyst 38","T38-U212","MSH Tanzania"
"10306","35778","Paracetamol","Paracetamol","100","100","Analyst 38","T38-CQUT","MSH Tanzania"
"10307","35604","Paracetamol","Lactose","100","100","Analyst 38","T38-0RBX","MSH Tanzania"
"10308","35705","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-HPI2","MSH Tanzania"
"10309","32312","Paracetamol","Paracetamol","100","100","Analyst 38","T38-M3U1","MSH Tanzania"
"10310","32346","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-GP35","MSH Tanzania"
"10311","30179","Paracetamol","Lactose","100","100","Analyst 38","T38-WDYR","MSH Tanzania"
"10312","32281","Penicillin Procaine","Cellulose","100","100","Analyst 38","T38-88SY","MSH Tanzania"
"10313","32284","Paracetamol","Vitamin C","100","100","Analyst 38","T38-OVVY","MSH Tanzania"
"10314","30168","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-WPWX","MSH Tanzania"
"10315","30170","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-8VM3","MSH Tanzania"
"10316","32283","Benzyl Penicillin","Starch","100","100","Analyst 38","T38-6V18","MSH Tanzania"
"10317","30182","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-M7JH","MSH Tanzania"
"10318","30178","Paracetamol","Lactose","100","100","Analyst 38","T38-WZRM","MSH Tanzania"
"10319","32282","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-Z8NH","MSH Tanzania"
"10320","32813","Amoxicillin","Starch","100","100","Analyst 38","T38-HN5O","MSH Tanzania"
"10321","32814","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-FKTK","MSH Tanzania"
"10322","30173","Amoxicillin","Starch","100","100","Analyst 38","T38-TMXO","MSH Tanzania"
"10323","32319","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-XVZM","MSH Tanzania"
"10324","30174","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-6MI0","MSH Tanzania"
"10325","32630","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-3BN0","MSH Tanzania"
"10326","32812","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-9WQU","MSH Tanzania"
"10327","30307","Quinine ","Lactose","100","100","Analyst 38","T38-1JT3","MSH Tanzania"
"10328","30175","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-9AFC","MSH Tanzania"
"10329","32285","Paracetamol","Paracetamol Starch","100","100","Analyst 38","T38-41IC","MSH Tanzania"
"10330","32318","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-DZEV","MSH Tanzania"
"10331","32287","Paracetamol","Paracetamol","100","100","Analyst 38","T38-1FZZ","MSH Tanzania"
"10332","32258","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-NEVU","MSH Tanzania"
"10333","32815","Amoxicillin","Starch","100","100","Analyst 38","T38-A52M","MSH Tanzania"
"10334","30308","Quinine ","Starch","100","100","Analyst 38","T38-06ZF","MSH Tanzania"
"10335","32257","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-6NE3","MSH Tanzania"
"10336","32313","Paracetamol","Paracetamol Starch","100","100","Analyst 38","T38-PSD2","MSH Tanzania"
"10337","30171","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-HK00","MSH Tanzania"
"10338","32345","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-QJDK","MSH Tanzania"
"10339","32259","Penicillin Procaine","Lactose","100","100","Analyst 38","T38-O4KL","MSH Tanzania"
"10340","32631","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-NF6W","MSH Tanzania"
"10341","32344","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-IW5E","MSH Tanzania"
"10342","32315","Paracetamol","Paracetamol","100","100","Analyst 38","T38-DT42","MSH Tanzania"
"10343","30177","Paracetamol","Paracetamol","100","100","Analyst 38","T38-D084","MSH Tanzania"
"10344","32347","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-W53J","MSH Tanzania"
"10345","32280","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-E4W4","MSH Tanzania"
"10346","32286","Paracetamol","Paracetamol","100","100","Analyst 38","T38-3DIP","MSH Tanzania"
"10347","32316","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-4Q8I","MSH Tanzania"
"10348","30239","Quinine ","Quinine","100","100","Analyst 38","T38-M6S0","MSH Tanzania"
"10349","32629","Amoxicillin","Lactose","100","100","Analyst 38","T38-NZCZ","MSH Tanzania"
"10350","30169","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-DL6T","MSH Tanzania"
"10351","30172","Paracetamol","Paracetamol","100","100","Analyst 38","T38-YCQG","MSH Tanzania"
"10352","30309","Quinine ","Vitamin C","100","100","Analyst 38","T38-4CRK","MSH Tanzania"
"10353","32349","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-NPX3","MSH Tanzania"
"10354","30183","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-IKF9","MSH Tanzania"
"10355","32348","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-72GT","MSH Tanzania"
"10356","32317","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-TP11","MSH Tanzania"
"10357","30238","Quinine ","Quinine","100","100","Analyst 38","T38-FTNH","MSH Tanzania"
"10358","32314","Paracetamol","Paracetamol","100","100","Analyst 38","T38-W2UI","MSH Tanzania"
"10359","35473","Quinine ","Lactose","100","100","Analyst 38","T38-FOQU","MSH Tanzania"
"10360","35487","Quinine ","Vitamin C","100","100","Analyst 38","T38-5MPN","MSH Tanzania"
"10361","32419","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-EW6S","MSH Tanzania"
"10362","35482","Quinine ","Quinine","100","100","Analyst 38","T38-M7L8","MSH Tanzania"
"10363","32421","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-VDJ1","MSH Tanzania"
"10364","32226","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-ZXQ8","MSH Tanzania"
"10365","35486","Quinine ","Vitamin C","100","100","Analyst 38","T38-TGRV","MSH Tanzania"
"10366","32227","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-R2KN","MSH Tanzania"
"10367","32417","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-1FSX","MSH Tanzania"
"10368","35472","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-SD07","MSH Tanzania"
"10369","32687","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-9SGM","MSH Tanzania"
"10370","32171","Benzyl Penicillin","Lactose","100","100","Analyst 38","T38-M2WO","MSH Tanzania"
"10371","32301","Paracetamol","Paracetamol","100","100","Analyst 38","T38-60CW","MSH Tanzania"
"10372","35463","Penicillin Procaine","Paracetamol Starch","100","100","Analyst 38","T38-PHJ4","MSH Tanzania"
"10373","30180","Penicillin Procaine","Cellulose","100","100","Analyst 38","T38-OJIT","MSH Tanzania"
"10374","32170","Benzyl Penicillin","Lactose","100","100","Analyst 38","T38-S257","MSH Tanzania"
"10375","32169","Benzyl Penicillin","Vitamin C","100","100","Analyst 38","T38-THA7","MSH Tanzania"
"10376","35467","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-FLIP","MSH Tanzania"
"10377","32627","Paracetamol","Vitamin C","100","100","Analyst 38","T38-XT8C","MSH Tanzania"
"10378","32297","Paracetamol","Paracetamol","100","100","Analyst 38","T38-Q685","MSH Tanzania"
"10379","32168","Benzyl Penicillin","Lactose","100","100","Analyst 38","T38-4HZT","MSH Tanzania"
"10380","35468","Amoxicillin","Lactose","100","100","Analyst 38","T38-8MHK","MSH Tanzania"
"10381","35462","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-6D5U","MSH Tanzania"
"10382","32626","Paracetamol","Paracetamol","100","100","Analyst 38","T38-9MGL","MSH Tanzania"
"10383","32225","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-4Y22","MSH Tanzania"
"10384","30181","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-15HN","MSH Tanzania"
"10385","35474","Quinine ","Starch","100","100","Analyst 38","T38-UTUQ","MSH Tanzania"
"10386","35479","Quinine ","Quinine","100","100","Analyst 38","T38-QFD8","MSH Tanzania"
"10387","35465","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-L112","MSH Tanzania"
"10388","32684","Paracetamol","Cellulose","100","100","Analyst 38","T38-SY4Q","MSH Tanzania"
"10389","32229","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-ETV0","MSH Tanzania"
"10390","32685","Paracetamol","Vitamin C","100","100","Analyst 38","T38-P4AJ","MSH Tanzania"
"10391","32420","Benzyl Penicillin","Starch","100","100","Analyst 38","T38-YJY2","MSH Tanzania"
"10392","35478","Quinine ","Quinine","100","100","Analyst 38","T38-CCR1","MSH Tanzania"
"10393","32224","Penicillin Procaine","Vitamin C","100","100","Analyst 38","T38-JFNC","MSH Tanzania"
"10394","35466","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38-CYVZ","MSH Tanzania"
"10395","35483","Quinine ","Starch","100","100","Analyst 38","T38-ZWCO","MSH Tanzania"
"10396","35484","Quinine ","Quinine","100","100","Analyst 38","T38-MZI5","MSH Tanzania"
"10397","35481","Penicillin Procaine","Paracetamol Starch","100","100","Analyst 38","T38-5RC9","MSH Tanzania"
"10398","32228","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-TV7I","MSH Tanzania"
"10399","32296","Paracetamol","Paracetamol","100","100","Analyst 38","T38-C5IC","MSH Tanzania"
"10400","32625","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-JY2C","MSH Tanzania"
"10401","32418","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38-5ITB","MSH Tanzania"
"10402","32416","Benzyl Penicillin","Starch","100","100","Analyst 38","T38-MYDV","MSH Tanzania"
"10403","32300","Paracetamol","Paracetamol","100","100","Analyst 38","T38-9T2L","MSH Tanzania"
"10404","35476","Quinine ","Quinine","100","100","Analyst 38","T38-6J46","MSH Tanzania"
"10405","35480","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38-JI67","MSH Tanzania"
"10406","35477","Quinine ","Lactose","100","100","Analyst 38","T38-1JKI","MSH Tanzania"
"10407","35464","Quinine ","Quinine","100","100","Analyst 38","T38-G5K2","MSH Tanzania"
"10408","35469","Amoxicillin","Vitamin C","100","100","Analyst 38","T38-R7DP","MSH Tanzania"
"10409","30187","Paracetamol","Paracetamol","100","100","Analyst 38","T38T-0S9S","MSH Tanzania"
"10410","30198","Benzyl Penicillin","Cellulose","100","100","Analyst 38","T38T-V5NA","MSH Tanzania"
"10411","30192","Amoxicillin","Amoxicillin","100","100","Analyst 38","T38T-SNYC","MSH Tanzania"
"10412","30383","Quinine","Paracetamol Starch","100","100","Analyst 38","T38T-5701","MSH Tanzania"
"10413","30199","Amoxicillin","Vitamin C","100","100","Analyst 38","T38T-HBLM","MSH Tanzania"
"10414","30197","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 38","T38T-SGAR","MSH Tanzania"
"10415","30193","Penicillin Procaine","Lactose","100","100","Analyst 38","T38T-J9VD","MSH Tanzania"
"10416","30194","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 38","T38T-1HWV","MSH Tanzania"
"10417","30196","Paracetamol","Paracetamol","100","100","Analyst 38","T38T-LXI3","MSH Tanzania"
"10418","30382","Quinine","Quinine","100","100","Analyst 38","T38T-IK35","MSH Tanzania"
"10419","30156","Amoxicillin","Amoxicillin","100","100","Analyst 22","T22-0DSE","MSH Tanzania"
"10420","30204","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-QY3Y","MSH Tanzania"
"10421","30437","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-T22N9","MSH Tanzania"
"10422","30425","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 22","T22-4FVK","MSH Tanzania"
"10423","30144","Amoxicillin","Amoxicillin","100","100","Analyst 22","T22-BCYJ","MSH Tanzania"
"10424","29940","Paracetamol","Paracetamol","100","100","Analyst 22","T22-RG9L","MSH Tanzania"
"10425","30435","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-6YQY","MSH Tanzania"
"10426","30424","Benzyl Penicillin","Vitamin C","100","100","Analyst 22","T22-FUN5","MSH Tanzania"
"10427","30145","Amoxicillin","Amoxicillin","100","100","Analyst 22","T22-3O9X","MSH Tanzania"
"10428","30203","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-KOMN","MSH Tanzania"
"10429","30010","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-T13Q","MSH Tanzania"
"10430","30148","Amoxicillin","Amoxicillin","100","100","Analyst 22","T22-ILEE","MSH Tanzania"
"10431","30011","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-RBNZ","MSH Tanzania"
"10432","30427","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 22","T22-JLEY","MSH Tanzania"
"10433","30002","Paracetamol","Paracetamol Starch","100","100","Analyst 22","T22-Q11O","MSH Tanzania"
"10434","30001","Paracetamol","Paracetamol","100","100","Analyst 22","T22-ZDFT","MSH Tanzania"
"10435","29942","Paracetamol","Lactose","100","100","Analyst 22","T22-XBO3","MSH Tanzania"
"10436","30005","Paracetamol","Vitamin C","100","100","Analyst 22","T22-QYVU","MSH Tanzania"
"10437","30004","Paracetamol","Cellulose","100","100","Analyst 22","T22-K0UH","MSH Tanzania"
"10438","30202","Benzyl Penicillin","Starch","100","100","Analyst 22","T22-0I6Q","MSH Tanzania"
"10439","30430","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 22","T22-P5L5","MSH Tanzania"
"10440","29951","Amoxicillin","Vitamin C","100","100","Analyst 22","T22-FEUX","MSH Tanzania"
"10441","32107","Quinine ","Quinine ","100","100","Analyst 22","T22-AJZT","MSH Tanzania"
"10442","29948","Amoxicillin","Vitamin C","100","100","Analyst 22","T22-F0F3","MSH Tanzania"
"10443","30439","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-ZWAN","MSH Tanzania"
"10444","30158","Amoxicillin","Starch","100","100","Analyst 22","T22-LKJS","MSH Tanzania"
"10445","32104","Quinine ","Vitamin C","100","100","Analyst 22","T22-F03C","MSH Tanzania"
"10446","32105","Quinine ","Quinine ","100","100","Analyst 22","T22-67BS","MSH Tanzania"
"10447","30201","Benzyl Penicillin","Lactose","100","100","Analyst 22","T22-HET22","MSH Tanzania"
"10448","30429","Penicillin Procaine","Vitamin C","100","100","Analyst 22","T22-VMVT","MSH Tanzania"
"10449","29941","Paracetamol","Lactose","100","100","Analyst 22","T22-WPPO","MSH Tanzania"
"10450","30015","Benzyl Penicillin","Paracetamol Starch","100","100","Analyst 22","T22-5DCR","MSH Tanzania"
"10451","32106","Quinine ","Quinine ","100","100","Analyst 22","T22-GS5X","MSH Tanzania"
"10452","30207","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 22","T22-JJNJ","MSH Tanzania"
"10453","30000","Paracetamol","Vitamin C","100","100","Analyst 22","T22-SFOU","MSH Tanzania"
"10454","30159","Amoxicillin","Amoxicillin","100","100","Analyst 22","T22-K00C","MSH Tanzania"
"10455","30205","Penicillin Procaine","Vitamin C","100","100","Analyst 22","T22-K7QF","MSH Tanzania"
"10456","29949","Amoxicillin","Cellulose","100","100","Analyst 22","T22-MZXB","MSH Tanzania"
"10457","30438","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 22","T22-DQ2K","MSH Tanzania"
"10458","29943","Paracetamol","Paracetamol","100","100","Analyst 22","T22-3MGE","MSH Tanzania"
"10459","29950","Amoxicillin","Cellulose","100","100","Analyst 22","T22-0XJL","MSH Tanzania"
"10460","30003","Paracetamol","Paracetamol","100","100","Analyst 22","T22-CL0Y","MSH Tanzania"
"10461","30149","Amoxicillin","Lactose","100","100","Analyst 22","T22-BNDE","MSH Tanzania"
